b	b	B	O	O
固	gu	B	O	O
定	ding	E	O	O
好	hao	S	O	O
，	，	S	O	O
双	shuang	B	O	O
肺	fei	E	O	O
叩	kou	B	O	O
音	yin	E	O	O
清	qing	S	O	O
，	，	S	O	O
双	shuang	B	O	O
肺	fei	E	O	O
呼	hu	B	O	O
吸	xi	E	O	O
音	yin	B	O	O
清	qing	E	O	O
，	，	S	O	O
未	wei	B	O	O
闻	wen	E	O	O
及	ji	S	O	O
干	gan	B	O	O
湿	shi	E	O	O
性	xing	B	O	O
罗	luo	I	O	O
音	yin	E	O	O
。	。	S	O	O
胸	xiong	B	O	O
部	bu	E	O	O
压	ya	B	O	O
痛	tong	E	O	O
，	，	S	O	O
未	wei	B	O	O
见	jian	E	O	O
皮	pi	B	O	O
肤	fu	E	O	O
红	hong	B	SB	SB
肿	zhong	E	SE	SE
，	，	S	O	O
胸	xiong	B	O	O
廓	kuo	E	O	O
挤	ji	B	O	O
压	ya	E	O	O
试	shi	B	O	O
验	yan	E	O	O
阳	yang	B	O	O
性	xing	E	O	O
。	。	S	O	O

患	huan	B	O	O
者	zhe	E	O	O
诉	su	S	O	O
左	zuo	B	O	O
侧	ce	E	O	O
胸	xiong	B	O	O
痛	tong	E	SS	O
明	ming	B	O	O
显	xian	E	O	O
减	jian	B	O	O
轻	qing	E	O	O
，	，	S	O	O
咳	ke	B	SB	SB
嗽	sou	E	SE	SE
、	、	S	O	O
咳	ke	B	SB	SB
痰	tan	E	SE	SE
症	zheng	B	O	O
状	zhuang	E	O	O
消	xiao	B	O	O
失	shi	E	O	O
，	，	S	O	O
精	jing	B	O	O
神	shen	E	O	O
饮	yin	B	O	O
食	shi	E	O	O
睡	shui	B	O	O
眠	mian	E	O	O
可	ke	S	O	O
，	，	S	O	O
大	da	B	O	O
小	xiao	I	O	O
便	bian	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
。	。	S	O	O
查	cha	B	O	O
体	ti	E	O	O
：	：	S	O	O
头	tou	B	O	O
颅	lu	E	O	O
五	wu	B	O	O
官	guan	E	O	O
无	wu	S	O	O
畸	ji	B	SB	SB
形	xing	E	SE	SE
，	，	S	O	O
左	zuo	S	O	O
面	mian	B	O	O
部	bu	E	O	O
可	ke	B	O	O
见	jian	E	O	O
一	yi	S	O	O
4	4	B	O	O
X	X	I	O	O
3	3	I	O	O
c	c	I	O	O
m	m	E	O	O
皮	pi	B	O	O
肤	fu	E	O	O
挫	cuo	B	O	O
伤	shang	E	O	O
，	，	S	O	O
结	jie	B	O	O
痂	jia	E	O	O
脱	tuo	B	O	O
落	luo	E	O	O
，	，	S	O	O
愈	yu	B	O	O
合	he	E	O	O
良	liang	B	O	O
好	hao	E	O	O
。	。	S	O	O
颈	jing	B	O	O
软	ruan	E	O	O
无	wu	S	O	O
抵	di	B	O	O
抗	kang	E	O	O
，	，	S	O	O
左	zuo	B	O	O
侧	ce	E	O	O
胸	xiong	B	O	O
部	bu	E	O	O
触	chu	B	O	O
痛	tong	E	O	O
明	ming	B	O	O
显	xian	E	O	O
，	，	S	O	O
双	shuang	B	O	O
肺	fei	E	O	O
呼	hu	B	O	O
吸	xi	E	O	O
音	yin	B	O	O
清	qing	E	O	O
，	，	S	O	O
腹	fu	B	O	O
软	ruan	E	O	O
、	、	S	O	O
无	wu	S	O	O
压	ya	B	O	O
痛	tong	E	O	O
及	ji	S	O	O
肌	ji	S	O	O
紧	jin	B	O	O
张	zhang	E	O	O
，	，	S	O	O
肢	zhi	B	O	O
体	ti	E	O	O
未	wei	B	O	O
见	jian	I	O	O
异	yi	I	O	O
常	chang	E	O	O
。	。	S	O	O
复	fu	B	O	O
查	cha	E	O	O
胸	xiong	B	O	O
部	bu	E	O	O
C	C	B	O	O
T	T	E	O	O
回	hui	B	O	O
报	bao	E	O	O
：	：	S	O	O
双	shuang	B	O	O
肺	fei	E	O	O
间	jian	B	O	O
质	zhi	I	O	O
性	xing	E	O	O
改	gai	B	O	O
变	bian	E	O	O
、	、	S	O	O
纵	zong	B	O	O
膈	ge	E	O	O
淋	lin	B	O	O
巴	ba	I	O	O
结	jie	E	O	O
增	zeng	B	O	O
大	da	E	O	O
、	、	S	O	O
纵	zong	B	O	O
膈	ge	E	O	O
及	ji	S	O	O
左	zuo	S	O	O
肺	fei	B	O	O
门	men	E	O	O
钙	gai	B	O	O
化	hua	E	O	O
灶	zao	S	O	O
、	、	S	O	O
主	zhu	S	O	O
动	dong	B	O	O
脉	mai	I	O	O
硬	ying	I	O	O
化	hua	E	O	O
、	、	S	O	O
左	zuo	B	O	O
侧	ce	E	O	O
胸	xiong	B	O	O
腔	qiang	E	O	O
少	shao	B	O	O
量	liang	E	O	O
积	ji	B	O	O
液	ye	E	O	O
、	、	S	O	O
肋	lei	B	O	O
骨	gu	E	O	O
骨	gu	B	SB	O
折	zhe	E	SE	O
骨	gu	B	O	O
痂	jia	E	O	O
生	sheng	B	O	O
长	chang	I	O	O
期	qi	E	O	O
。	。	S	O	O

1	1	S	O	O

患	huan	B	O	O
者	zhe	E	O	O
男	nan	S	O	O
5	5	B	O	O
3	3	E	O	O
岁	sui	S	O	O
2	2	S	O	O
.	.	S	O	O
既	ji	B	O	O
往	wang	E	O	O
体	ti	B	O	O
健	jian	E	O	O
。	。	S	O	O

3	3	S	O	O

缘	yuan	B	O	O
于	yu	E	O	O
2	2	S	O	O
小	xiao	B	O	O
时	shi	E	O	O
前	qian	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
与	yu	S	O	O
人	ren	S	O	O
发	fa	B	O	O
生	sheng	E	O	O
口	kou	B	O	O
角	jiao	E	O	O
，	，	S	O	O
被	bei	S	O	O
多	duo	S	O	O
人	ren	S	O	O
拳	quan	B	O	O
打	da	I	O	O
脚	jiao	I	O	O
踢	ti	E	O	O
头	tou	B	O	O
部	bu	E	O	O
，	，	S	O	O
胸	xiong	B	O	O
部	bu	E	O	O
，	，	S	O	O
双	shuang	S	O	O
上	shang	B	O	O
肢	zhi	E	O	O
，	，	S	O	O
伤	shang	B	O	O
后	hou	E	O	O
伤	shang	B	O	O
处	chu	E	O	O
疼	teng	B	SB	SB
痛	tong	E	SE	SE
，	，	S	O	O
伴	ban	B	O	O
有	you	E	O	O
头	tou	B	SB	SB
晕	yun	E	SE	SE
，	，	S	O	O
左	zuo	B	O	O
眉	mei	I	O	O
弓	gong	E	O	O
上	shang	S	O	O
皮	pi	B	O	O
肤	fu	E	O	O
裂	lie	B	O	SB
伤	shang	E	O	SE
有	you	S	O	O
少	shao	B	O	O
量	liang	E	O	O
血	xie	B	O	O
液	ye	E	O	O
流	liu	B	O	O
出	chu	E	O	O
。	。	S	O	O
无	wu	S	O	O
恶	e	B	SB	SB
心	xin	E	SE	SE
，	，	S	O	O
呕	ou	B	SB	SB
吐	tu	E	SE	SE
，	，	S	O	O
无	wu	B	O	O
意	yi	I	O	O
识	shi	E	O	O
障	zhang	B	O	O
碍	ai	E	O	O
。	。	S	O	O
无	wu	B	O	O
二	er	I	O	O
便	bian	E	O	O
失	shi	B	O	O
禁	jin	E	O	O
。	。	S	O	O
当	dang	B	O	O
时	shi	E	O	O
未	wei	B	O	O
予	yu	E	O	O
任	ren	B	O	O
何	he	E	O	O
处	chu	B	O	O
置	zhi	E	O	O
。	。	S	O	O
呼	hu	S	O	O
1	1	B	O	O
2	2	I	O	O
0	0	E	O	O
接	jie	B	O	O
入	ru	E	O	O
我	wo	B	O	O
院	yuan	E	O	O
。	。	S	O	O
行	xing	S	O	O
C	C	B	O	O
T	T	E	O	O
检	jian	B	O	O
查	cha	E	O	O
回	hui	B	O	O
报	bao	E	O	O
：	：	S	O	O
头	tou	B	O	O
颅	lu	E	O	O
C	C	B	O	O
T	T	E	O	O
平	ping	B	O	O
扫	sao	E	O	O
未	wei	B	O	O
见	jian	I	O	O
异	yi	I	O	O
常	chang	E	O	O
,	,	S	O	O
眼	yan	B	O	O
眶	kuang	E	O	O
C	C	B	O	O
T	T	E	O	O
未	wei	B	O	O
见	jian	I	O	O
异	yi	I	O	O
常	chang	E	O	O
,	,	S	O	O
右	you	B	O	O
侧	ce	E	O	O
眼	yan	B	O	O
眶	kuang	E	O	O
外	wai	S	O	O
软	ruan	B	O	O
组	zu	I	O	O
织	zhi	E	O	O
肿	zhong	B	SB	SB
胀	zhang	E	SE	SE
，	，	S	O	O
给	gei	B	O	O
予	yu	E	O	O
清	qing	B	O	O
创	chuang	E	O	O
缝	feng	B	O	O
合	he	E	O	O
，	，	S	O	O
破	po	B	O	O
伤	shang	I	O	O
风	feng	E	O	O
抗	kang	B	O	O
毒	du	I	O	O
素	su	E	O	O
1	1	B	O	O
5	5	I	O	O
0	0	I	O	O
0	0	E	O	O
单	dan	B	O	O
位	wei	E	O	O
肌	ji	B	O	O
注	zhu	E	O	O
。	。	S	O	O
为	wei	S	O	O
进	jin	B	O	O
一	yi	I	O	O
步	bu	E	O	O
治	zhi	B	O	O
疗	liao	E	O	O
，	，	S	O	O
急	ji	B	O	O
诊	zhen	E	O	O
以	yi	S	O	O
左	zuo	S	DB	DB
眼	yan	B	DI	DI
眶	kuang	E	DI	DI
皮	pi	B	DI	DI
肤	fu	E	DI	DI
软	ruan	B	DI	DI
组	zu	I	DI	DI
织	zhi	E	DI	DI
裂	lie	B	DI	DI
伤	shang	E	DE	DI
多	duo	B	DB	DI
处	chu	E	DI	DI
软	ruan	B	DI	DI
组	zu	I	DI	DI
织	zhi	E	DI	DI
损	sun	B	DI	DI
伤	shang	E	DE	DI
头	tou	S	DB	DI
外	wai	B	DI	DI
伤	shang	E	DI	DI
后	hou	S	DI	DI
神	shen	B	DI	DI
经	jing	E	DI	DI
反	fan	B	DI	DI
应	ying	E	DE	DE
介	jie	B	O	O
绍	shao	E	O	O
入	ru	B	O	O
院	yuan	E	O	O
。	。	S	O	O
4	4	S	O	O
.	.	S	O	O
查	cha	B	O	O
体	ti	E	O	O
：	：	S	O	O
T	T	S	O	O
：	：	S	O	O
3	3	B	O	O
6	6	I	O	O
.	.	I	O	O
1	1	E	O	O
C	C	B	O	O
P	P	E	O	O
:	:	S	O	O
8	8	B	O	O
2	2	E	O	O
次	ci	S	O	O
/	/	S	O	O
分	fen	S	O	O
R	R	S	O	O
：	：	S	O	O
2	2	B	O	O
0	0	E	O	O
次	ci	S	O	O
/	/	S	O	O
分	fen	S	O	O
B	B	B	O	O
p	p	E	O	O
：	：	S	O	O
1	1	B	O	O
4	4	I	O	O
0	0	E	O	O
/	/	S	O	O
8	8	B	O	O
0	0	I	O	O
m	m	I	O	O
m	m	I	O	O
H	H	I	O	O
g	g	E	O	O
。	。	S	O	O
发	fa	B	O	O
育	yu	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
，	，	S	O	O
营	ying	B	O	O
养	yang	E	O	O
中	zhong	B	O	O
等	deng	E	O	O
，	，	S	O	O
神	shen	B	O	O
志	zhi	E	O	O
清	qing	B	O	O
楚	chu	E	O	O
，	，	S	O	O
步	bu	B	O	O
入	ru	E	O	O
病	bing	B	O	O
房	fang	E	O	O
，	，	S	O	O
查	cha	B	O	O
体	ti	E	O	O
合	he	B	O	O
作	zuo	E	O	O
。	。	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
瞳	tong	B	O	O
孔	kong	E	O	O
正	zheng	B	O	O
大	da	E	O	O
等	deng	S	O	O
圆	yuan	S	O	O
，	，	S	O	O
对	dui	S	O	O
光	guang	B	O	O
反	fan	I	O	O
射	she	E	O	O
灵	ling	B	O	O
敏	min	E	O	O
。	。	S	O	O
颈	jing	B	SB	O
软	ruan	E	SE	O
，	，	S	O	O
无	wu	S	O	O
抵	di	B	O	O
抗	kang	E	O	O
。	。	S	O	O
气	qi	B	O	O
管	guan	E	O	O
居	ju	B	O	O
中	zhong	E	O	O
，	，	S	O	O
甲	jia	B	O	O
状	zhuang	I	O	O
腺	xian	E	O	O
无	wu	S	O	O
肿	zhong	B	SB	SB
大	da	E	SE	SE
。	。	S	O	O
胸	xiong	B	O	O
廓	kuo	E	O	O
对	dui	B	O	O
称	cheng	E	O	O
无	wu	S	O	O
畸	ji	B	SB	SB
形	xing	E	SE	SE
，	，	S	O	O
呼	hu	B	O	O
吸	xi	E	O	O
动	dong	B	O	O
度	du	E	O	O
两	liang	B	O	O
侧	ce	E	O	O
均	jun	B	O	O
匀	yun	E	O	O
等	deng	S	O	O
，	，	S	O	O
无	wu	S	O	O
增	zeng	B	O	O
强	qiang	E	O	O
及	ji	S	O	O
减	jian	B	O	O
弱	ruo	E	O	O
双	shuang	B	O	O
侧	ce	E	O	O
语	yu	S	O	O
颤	zhan	S	O	O
无	wu	S	O	O
增	zeng	B	O	O
强	qiang	E	O	O
及	ji	S	O	O
减	jian	B	O	O
弱	ruo	E	O	O
，	，	S	O	O
未	wei	S	O	O
触	chu	B	O	O
及	ji	E	O	O
皮	pi	B	O	O
下	xia	E	O	O
捻	nian	S	O	O
发	fa	B	O	O
音	yin	E	O	O
，	，	S	O	O
双	shuang	B	O	O
肺	fei	E	O	O
叩	kou	B	O	O
音	yin	E	O	O
清	qing	S	O	O
，	，	S	O	O
肺	fei	B	O	O
肝	gan	E	O	O
相	xiang	B	O	O
对	dui	E	O	O
浊	zhuo	B	O	O
音	yin	E	O	O
界	jie	S	O	O
位	wei	B	O	O
于	yu	E	O	O
右	you	B	O	O
侧	ce	E	O	O
锁	suo	B	O	O
骨	gu	E	O	O
中	zhong	B	O	O
线	xian	E	O	O
第	di	S	O	O
5	5	S	O	O
肋	lei	B	O	O
间	jian	E	O	O
，	，	S	O	O
双	shuang	B	O	O
肺	fei	E	O	O
呼	hu	B	O	O
吸	xi	E	O	O
音	yin	B	O	O
清	qing	E	O	O
，	，	S	O	O
未	wei	B	O	O
闻	wen	E	O	O
及	ji	S	O	O
干	gan	B	O	O
湿	shi	E	O	O
性	xing	B	O	O
罗	luo	I	O	O
音	yin	E	O	O
。	。	S	O	O
心	xin	B	O	O
前	qian	E	O	O
区	qu	S	O	O
无	wu	S	O	O
隆	long	B	SB	SB
起	qi	E	SE	SE
，	，	S	O	O
未	wei	S	O	O
触	chu	B	O	O
及	ji	E	O	O
震	zhen	B	O	O
颤	zhan	E	O	O
，	，	S	O	O
叩	kou	B	O	O
心	xin	I	O	O
界	jie	E	O	O
不	bu	B	O	O
大	da	E	O	O
，	，	S	O	O
心	xin	B	O	O
率	lv	E	O	O
8	8	B	O	O
2	2	E	O	O
次	ci	S	O	O
/	/	S	O	O
分	fen	S	O	O
，	，	S	O	O
律	lv	B	O	O
齐	qi	E	O	O
，	，	S	O	O
各	ge	S	O	O
瓣	ban	B	O	O
膜	mo	E	O	O
听	ting	B	O	O
诊	zhen	E	O	O
区	qu	S	O	O
未	wei	B	O	O
闻	wen	E	O	O
及	ji	S	O	O
杂	za	B	O	O
音	yin	E	O	O
。	。	S	O	O
腹	fu	B	O	O
部	bu	E	O	O
平	ping	B	O	O
坦	tan	E	O	O
，	，	S	O	O
未	wei	B	O	O
见	jian	E	O	O
胃	wei	B	O	O
肠	chang	E	O	O
型	xing	S	O	O
及	ji	S	O	O
蠕	ru	B	O	O
动	dong	E	O	O
波	bo	S	O	O
，	，	S	O	O
无	wu	S	O	O
腹	fu	B	O	O
壁	bi	E	O	O
静	jing	B	SB	SB
脉	mai	I	SI	SI
曲	qu	I	SI	SI
张	zhang	E	SE	SE
。	。	S	O	O
腹	fu	B	O	O
软	ruan	E	O	O
，	，	S	O	O
肝	gan	B	O	O
脾	pi	I	O	O
未	wei	E	O	O
触	chu	B	O	O
及	ji	E	O	O
肿	zhong	B	SB	SB
大	da	E	SE	SE
，	，	S	O	O
腹	fu	B	O	O
部	bu	E	O	O
无	wu	S	O	O
压	ya	B	O	O
痛	tong	E	O	O
，	，	S	O	O
无	wu	B	O	O
反	fan	E	O	O
跳	tiao	S	O	O
痛	tong	B	O	O
及	ji	E	O	O
肌	ji	S	O	O
紧	jin	B	O	O
张	zhang	E	O	O
。	。	S	O	O
腹	fu	B	O	O
部	bu	E	O	O
未	wei	S	O	O
触	chu	B	O	O
及	ji	E	O	O
包	bao	B	O	O
块	kuai	E	O	O
。	。	S	O	O
叩	kou	B	O	O
鼓	gu	I	O	O
音	yin	E	O	O
，	，	S	O	O
移	yi	B	O	O
动	dong	I	O	O
性	xing	E	O	O
浊	zhuo	B	O	O
音	yin	E	O	O
阴	yin	B	O	O
性	xing	E	O	O
。	。	S	O	O
肠	chang	S	O	O
鸣	ming	B	O	O
音	yin	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
，	，	S	O	O
无	wu	S	O	O
亢	kang	B	O	O
进	jin	E	O	O
（	（	S	O	O
4	4	S	O	O
次	ci	S	O	O
/	/	S	O	O
分	fen	S	O	O
）	）	S	O	O
。	。	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
肋	lei	S	O	O
脊	ji	B	O	O
角	jiao	E	O	O
对	dui	B	O	O
称	cheng	E	O	O
无	wu	S	O	O
隆	long	B	SB	SB
起	qi	E	SE	SE
，	，	S	O	O
双	shuang	S	O	O
肾	shen	B	O	O
区	qu	E	O	O
无	wu	S	O	O
叩	kou	B	O	O
击	ji	E	O	O
痛	tong	S	O	O
，	，	S	O	O
未	wei	S	O	O
触	chu	B	O	O
及	ji	E	O	O
肿	zhong	B	SB	SB
块	kuai	E	SE	SE
。	。	S	O	O
腹	fu	B	O	O
部	bu	E	O	O
沿	yan	S	O	O
输	shu	B	O	O
尿	niao	I	O	O
管	guan	E	O	O
走	zou	B	O	O
形	xing	E	O	O
无	wu	S	O	O
压	ya	B	O	O
痛	tong	E	O	O
，	，	S	O	O
耻	chi	B	O	O
骨	gu	E	O	O
上	shang	S	O	O
膀	bang	B	O	O
胱	guang	E	O	O
区	qu	S	O	O
无	wu	S	O	O
肿	zhong	B	SB	SB
胀	zhang	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
压	ya	B	O	O
痛	tong	E	O	O
。	。	S	O	O
阴	yin	B	O	O
茎	jing	E	O	O
为	wei	S	O	O
成	cheng	B	O	O
人	ren	I	O	O
型	xing	E	O	O
，	，	S	O	O
尿	niao	B	O	O
道	dao	E	O	O
外	wai	B	O	O
口	kou	E	O	O
无	wu	S	O	O
畸	ji	B	SB	SB
形	xing	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
红	hong	B	SB	SB
肿	zhong	E	SE	SE
及	ji	S	O	O
狭	xia	B	SB	SB
窄	zhai	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
异	yi	B	O	O
常	chang	E	O	O
分	fen	B	O	O
泌	mi	I	O	O
物	wu	E	O	O
。	。	S	O	O
两	liang	B	O	O
侧	ce	E	O	O
阴	yin	B	O	O
囊	nang	E	O	O
对	dui	B	O	O
称	cheng	E	O	O
，	，	S	O	O
无	wu	S	O	O
触	chu	B	O	O
痛	tong	E	O	O
，	，	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
睾	gao	B	O	O
丸	wan	E	O	O
对	dui	B	O	O
称	cheng	E	O	O
，	，	S	O	O
质	zhi	B	O	O
地	di	E	O	O
中	zhong	B	O	O
等	deng	E	O	O
，	，	S	O	O
无	wu	S	O	O
触	chu	B	O	O
痛	tong	E	O	O
。	。	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
附	fu	B	O	O
睾	gao	E	O	O
未	wei	S	O	O
触	chu	B	O	O
及	ji	E	O	O
结	jie	B	O	O
节	jie	E	O	O
。	。	S	O	O
脊	ji	B	O	O
柱	zhu	E	O	O
四	si	B	O	O
肢	zhi	E	O	O
无	wu	S	O	O
畸	ji	B	O	SB
形	xing	E	O	SE
，	，	S	O	O
活	huo	B	O	O
动	dong	E	O	O
自	zi	B	O	O
如	ru	E	O	O
。	。	S	O	O
四	si	B	O	O
肢	zhi	E	O	O
肌	ji	B	O	O
力	li	E	O	O
，	，	S	O	O
肌	ji	S	O	O
张	zhang	B	O	O
力	li	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
。	。	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
肱	gong	S	O	O
二	er	B	O	O
三	san	E	O	O
头	tou	S	O	O
肌	ji	B	O	O
及	ji	E	O	O
跟	gen	S	O	O
膝	xi	B	O	O
腱	jian	E	O	O
反	fan	B	O	O
射	she	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
存	cun	B	O	O
在	zai	E	O	O
，	，	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
B	B	B	O	O
a	a	I	O	O
b	b	I	O	O
i	i	I	O	O
n	n	I	O	O
s	s	I	O	O
k	k	I	O	O
i	i	E	O	O
征	zheng	B	O	O
及	ji	E	O	O
克	ke	S	O	O
氏	shi	B	O	O
症	zheng	E	O	O
均	jun	S	O	O
阴	yin	B	O	O
性	xing	E	O	O
。	。	S	O	O
5	5	S	O	O

专	zhuan	B	O	O
科	ke	E	O	O
情	qing	B	O	O
况	kuang	E	O	O
：	：	S	O	O
头	tou	B	O	O
颅	lu	E	O	O
五	wu	B	O	O
官	guan	E	O	O
无	wu	S	O	O
畸	ji	B	O	SB
形	xing	E	O	SE
，	，	S	O	O
左	zuo	B	O	O
眉	mei	I	O	O
弓	gong	E	O	O
上	shang	B	O	O
方	fang	E	O	O
可	ke	B	O	O
见	jian	E	O	O
一	yi	S	O	O
横	heng	B	O	O
行	xing	E	O	O
裂	lie	B	O	O
口	kou	E	O	O
已	yi	S	O	O
缝	feng	B	O	O
合	he	E	O	O
。	。	S	O	O
旁	pang	B	O	O
边	bian	E	O	O
可	ke	B	O	O
见	jian	E	O	O
一	yi	S	O	O
擦	ca	B	O	O
伤	shang	E	O	O
，	，	S	O	O
约	yue	S	O	O
1	1	B	O	O
.	.	I	O	O
0	0	E	O	O
㎝	㎝	S	O	O
*	*	S	O	O
1	1	B	O	O
.	.	I	O	O
0	0	E	O	O
㎝	㎝	S	O	O
大	da	B	O	O
小	xiao	E	O	O
。	。	S	O	O
右	you	B	O	O
眼	yan	E	O	O
下	xia	B	O	O
方	fang	E	O	O
可	ke	B	O	O
见	jian	E	O	O
青	qing	B	SB	SB
紫	zi	E	SI	SI
肿	zhong	B	SI	SI
胀	zhang	E	SE	SE
，	，	S	O	O
面	mian	B	O	O
积	ji	E	O	O
约	yue	S	O	O
4	4	B	O	O
.	.	I	O	O
0	0	E	O	O
㎝	㎝	S	O	O
*	*	S	O	O
3	3	B	O	O
.	.	I	O	O
0	0	E	O	O
㎝	㎝	S	O	O
大	da	B	O	O
小	xiao	E	O	O
。	。	S	O	O
左	zuo	B	O	O
耳	er	E	O	O
前	qian	B	O	O
方	fang	E	O	O
可	ke	B	O	O
见	jian	E	O	O
一	yi	S	O	O
擦	ca	B	O	O
伤	shang	E	O	O
，	，	S	O	O
面	mian	B	O	O
积	ji	E	O	O
约	yue	S	O	O
1	1	B	O	O
.	.	I	O	O
0	0	E	O	O
㎝	㎝	S	O	O
*	*	S	O	O
0	0	B	O	O
.	.	I	O	O
5	5	E	O	O
㎝	㎝	S	O	O
大	da	B	O	O
小	xiao	E	O	O
。	。	S	O	O
双	shuang	S	O	O
上	shang	B	O	O
臂	bi	E	O	O
肿	zhong	B	SB	SB
胀	zhang	E	SE	SE
均	jun	S	O	O
不	bu	S	O	O
明	ming	B	O	O
显	xian	E	O	O
，	，	S	O	O
局	ju	B	O	O
部	bu	E	O	O
触	chu	B	O	O
痛	tong	E	O	O
。	。	S	O	O
无	wu	S	O	O
畸	ji	B	SB	SB
形	xing	E	SE	SE
，	，	S	O	O
活	huo	B	O	O
动	dong	E	O	O
自	zi	B	O	O
如	ru	E	O	O
。	。	S	O	O
6	6	S	O	O

辅	fu	B	O	O
助	zhu	E	O	O
检	jian	B	O	O
查	cha	E	O	O
：	：	S	O	O
C	C	B	O	O
T	T	E	O	O
检	jian	B	O	O
查	cha	E	O	O
回	hui	B	O	O
报	bao	E	O	O
：	：	S	O	O
头	tou	B	O	O
颅	lu	E	O	O
C	C	B	O	O
T	T	E	O	O
平	ping	B	O	O
扫	sao	E	O	O
未	wei	B	O	O
见	jian	I	O	O
异	yi	I	O	O
常	chang	E	O	O
,	,	S	O	O
眼	yan	B	O	O
眶	kuang	E	O	O
C	C	B	O	O
T	T	E	O	O
未	wei	B	O	O
见	jian	I	O	O
异	yi	I	O	O
常	chang	E	O	O
,	,	S	O	O
右	you	B	O	O
侧	ce	E	O	O
眼	yan	B	O	O
眶	kuang	E	O	O
外	wai	S	O	O
软	ruan	B	O	O
组	zu	I	O	O
织	zhi	E	O	O
肿	zhong	B	SB	O
胀	zhang	E	SE	O
。	。	S	O	O

1	1	S	O	O
.	.	S	O	O
老	lao	B	O	O
年	nian	E	O	O
男	nan	B	O	O
性	xing	E	O	O
，	，	S	O	O
既	ji	B	O	O
往	wang	E	O	O
有	you	S	O	O
糖	tang	B	DB	DB
尿	niao	I	DI	DI
病	bing	E	DE	DE
6	6	S	O	O
年	nian	S	O	O
，	，	S	O	O
冠	guan	B	DB	DB
心	xin	I	DI	DI
病	bing	E	DE	DE
史	shi	S	O	O
2	2	B	O	O
0	0	E	O	O
余	yu	B	O	O
年	nian	E	O	O
，	，	S	O	O
否	fou	B	O	O
认	ren	E	O	O
传	chuan	B	O	DB
染	ran	I	O	DI
病	bing	E	O	DE
史	shi	S	O	O
，	，	S	O	O
对	dui	S	O	O
磺	huang	B	O	O
胺	an	I	O	O
类	lei	E	O	O
药	yao	B	O	O
物	wu	E	O	O
过	guo	B	O	O
敏	min	E	O	O
。	。	S	O	O
年	nian	B	O	O
前	qian	E	O	O
左	zuo	S	O	O
下	xia	B	O	O
肢	zhi	E	O	O
外	wai	B	O	O
伤	shang	E	O	O
后	hou	B	O	O
行	xing	E	O	O
左	zuo	S	O	O
大	da	B	O	O
腿	tui	E	O	O
中	zhong	B	O	O
下	xia	E	O	O
段	duan	S	O	O
截	jie	B	O	O
肢	zhi	E	O	O
手	shou	B	O	O
术	shu	E	O	O
，	，	S	O	O
有	you	S	O	O
输	shu	B	O	O
血	xie	E	O	O
史	shi	S	O	O
。	。	S	O	O
2	2	S	O	O
.	.	S	O	O
缘	yuan	B	O	O
于	yu	E	O	O
5	5	S	O	O
小	xiao	B	O	O
时	shi	E	O	O
前	qian	S	O	O
和	he	S	O	O
他	ta	B	O	O
人	ren	E	O	O
发	fa	B	O	O
生	sheng	E	O	O
口	kou	B	O	O
角	jiao	E	O	O
后	hou	S	O	O
，	，	S	O	O
被	bei	S	O	O
人	ren	B	O	O
用	yong	E	O	O
刀	dao	B	O	O
扎	zha	I	O	O
伤	shang	E	O	O
右	you	B	O	O
侧	ce	E	O	O
胸	xiong	B	O	O
部	bu	E	O	O
，	，	S	O	O
伤	shang	B	O	O
后	hou	E	O	O
胸	xiong	B	O	O
部	bu	E	O	O
出	chu	B	O	SB
血	xie	E	O	SE
，	，	S	O	O
胸	xiong	B	SB	SB
痛	tong	E	SE	SE
伴	ban	S	O	O
胸	xiong	B	SB	SB
闷	men	E	SE	SI
气	qi	B	SB	SI
短	duan	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
呼	hu	B	SB	O
吸	xi	I	SI	O
困	kun	I	SI	O
难	nan	E	SE	O
，	，	S	O	O
无	wu	S	O	O
腹	fu	B	SB	SB
痛	tong	E	SE	SE
及	ji	S	O	O
腹	fu	B	SB	SB
胀	zhang	E	SE	SE
，	，	S	O	O
伤	shang	S	O	O
后	hou	B	O	O
来	lai	E	O	O
我	wo	B	O	O
院	yuan	E	O	O
行	xing	S	O	O
胸	xiong	B	O	O
部	bu	E	O	O
正	zheng	B	O	O
位	wei	E	O	O
D	D	B	O	O
R	R	E	O	O
片	pian	S	O	O
检	jian	B	O	O
查	cha	E	O	O
：	：	S	O	O
未	wei	B	O	O
见	jian	I	O	O
